1597245911.720838|179.175.57.247|7500|170.239.243.219|52138|TCP|0|0|64|5|8192|40
1597245911.721291|52.223.37.89|443|146.55.105.97|7176|TCP|0|0|64|5|8192|40
1597245911.721699|91.4.80.18|18010|182.250.165.63|45194|TCP|0|0|64|5|8192|40
1597245911.722065|52.92.253.207|443|175.86.21.37|42970|TCP|0|0|64|5|8192|40
1597245911.72253|52.92.253.207|443|175.86.21.37|42970|TCP|0|0|64|5|8192|40
1597245911.722893|55.8.36.251|443|136.87.70.20|42080|TCP|0|0|64|5|8192|40
1597245911.72324|149.18.111.110|23|175.86.20.72|44090|TCP|0|0|64|5|8192|40
1597245911.723588|52.223.37.89|443|146.55.105.97|7176|TCP|0|0|64|5|8192|40
1597245911.723959|179.163.182.23|28300|171.198.89.47|63862|UDP|0|0|64|0|0|28
1597245911.724274|89.232.231.88|59278|182.22.78.3|32406|UDP|0|0|64|0|0|28
1597246228.464336|179.175.57.247|7500|170.239.243.219|52138|TCP|0|0|64|5|8192|40
1597246228.464851|52.223.37.89|443|146.55.105.97|7176|TCP|0|0|64|5|8192|40
1597246228.465289|91.4.80.18|18010|182.250.165.63|45194|TCP|0|0|64|5|8192|40
1597246228.465775|52.92.253.207|443|175.86.21.37|42970|TCP|0|0|64|5|8192|40
1597246228.466399|52.92.253.207|443|175.86.21.37|42970|TCP|0|0|64|5|8192|40
1597246228.466808|55.8.36.251|443|136.87.70.20|42080|TCP|0|0|64|5|8192|40
1597246228.467178|149.18.111.110|23|175.86.20.72|44090|TCP|0|0|64|5|8192|40
1597246228.467557|52.223.37.89|443|146.55.105.97|7176|TCP|0|0|64|5|8192|40
1597246228.467947|179.163.182.23|28300|171.198.89.47|63862|UDP|0|0|64|0|0|28
1597246228.46827|89.232.231.88|59278|182.22.78.3|32406|UDP|0|0|64|0|0|28
1597246228.46887|160.68.140.239|49991|45.62.233.117|445|TCP|0|0|64|5|8192|40
1597246228.470463|199.105.231.190|80|146.55.105.99|52290|TCP|0|0|64|5|8192|40
1597246228.470971|199.105.231.190|80|146.55.105.99|52290|TCP|0|0|64|5|8192|40
1597246228.47148|34.239.67.40|443|146.55.105.92|40568|TCP|0|0|64|5|8192|40
1597246228.47199|55.8.36.251|443|136.87.70.20|42080|TCP|0|0|64|5|8192|40
1597246228.472789|91.12.171.106|443|171.176.25.166|38697|TCP|0|0|64|5|8192|40
1597246228.473279|205.190.20.171|443|161.89.80.150|59363|TCP|0|0|64|5|8192|40
1597246228.473769|205.190.20.171|443|161.89.80.150|59363|TCP|0|0|64|5|8192|40
1597246228.474242|128.55.251.95|57725|180.211.115.85|49347|UDP|0|0|64|0|0|28
1597246228.474653|30.252.247.54|80|136.186.73.156|57763|TCP|0|0|64|5|8192|40
1597246228.475126|146.55.91.192|443|146.55.105.93|61970|TCP|0|0|64|5|8192|40
1597246228.475604|146.55.91.192|443|146.55.105.93|61970|TCP|0|0|64|5|8192|40
1597246228.476079|30.252.247.54|80|136.186.73.156|57763|TCP|0|0|64|5|8192|40
1597246228.476557|52.79.70.96|443|175.84.167.221|1632|TCP|0|0|64|5|8192|40
1597246228.477031|45.225.54.251|47118|30.239.0.115|443|TCP|0|0|64|5|8192|40
1597246228.477523|146.55.91.192|443|146.55.105.93|61970|TCP|0|0|64|5|8192|40
1597246228.477998|105.224.210.35|34389|136.28.187.238|10580|UDP|0|0|64|0|0|28
1597246228.478409|148.227.42.103|443|136.28.184.252|56428|TCP|0|0|64|5|8192|40
1597246228.478882|72.106.214.253|80|162.67.235.67|51417|TCP|0|0|64|5|8192|40
1597246228.47938|34.223.208.227|443|175.242.126.12|55776|TCP|0|0|64|5|8192|40
1597246228.480072|52.121.191.23|16700|175.84.156.51|18142|UDP|0|0|64|0|0|28
1597246228.480494|72.106.214.253|80|162.67.235.67|51417|TCP|0|0|64|5|8192|40
1597246228.480972|213.13.164.127|50872|203.253.167.159|39951|UDP|0|0|64|0|0|28
1597246228.481387|213.5.4.231|443|162.160.211.215|60084|TCP|0|0|64|5|8192|40
1597246228.481861|128.55.240.54|54004|182.247.21.61|13513|UDP|0|0|64|0|0|28
1597246228.482266|146.55.91.192|443|146.55.105.93|61970|TCP|0|0|64|5|8192|40
1597246228.482728|34.223.208.227|443|175.242.126.12|55776|TCP|0|0|64|5|8192|40
1597246228.483189|126.49.235.161|27424|219.221.0.216|55008|UDP|0|0|64|0|0|28
1597246228.483593|52.223.37.89|443|146.55.105.97|7176|TCP|0|0|64|5|8192|40
1597246228.484068|91.12.171.106|443|171.176.25.166|38697|TCP|0|0|64|5|8192|40
1597246228.484543|52.92.253.207|443|175.86.21.37|42970|TCP|0|0|64|5|8192|40
1597246228.48502|179.175.57.247|7500|170.239.243.219|52138|TCP|0|0|64|5|8192|40
1597246228.485937|52.92.253.207|443|175.86.21.37|42970|TCP|0|0|64|5|8192|40
1597246228.486662|25.31.79.30|80|146.55.105.100|64628|TCP|0|0|64|5|8192|40
1597246228.487209|37.245.124.2|7777|175.73.250.3|63564|UDP|0|0|64|0|0|28
1597246228.487782|168.117.52.28|6881|191.151.184.76|62335|UDP|0|0|64|0|0|28
1597246228.488479|168.117.52.28|6881|191.151.184.76|62335|UDP|0|0|64|0|0|28
1597246228.488974|148.227.42.103|443|136.28.184.252|56428|TCP|0|0|64|5|8192|40
1597246228.489524|199.192.105.231|443|180.120.246.52|4893|TCP|0|0|64|5|8192|40
1597246228.490036|146.55.91.192|443|146.55.105.93|61970|TCP|0|0|64|5|8192|40
1597246228.490539|146.55.91.192|443|146.55.105.93|61970|TCP|0|0|64|5|8192|40
1597246228.491019|94.164.182.90|56209|45.237.34.151|2431|TCP|0|0|64|5|8192|40
1597246228.491499|55.28.201.238|443|146.55.105.101|27434|TCP|0|0|64|5|8192|40
1597246228.492015|55.28.201.238|443|146.55.105.101|27434|TCP|0|0|64|5|8192|40
1597246228.492518|199.192.105.231|443|180.120.246.52|4893|TCP|0|0|64|5|8192|40
1597246228.493004|146.55.91.192|443|146.55.105.93|61970|TCP|0|0|64|5|8192|40
1597246228.493713|26.120.121.242|443|162.67.238.164|38409|TCP|0|0|64|5|8192|40
1597246228.494202|146.55.91.192|443|146.55.105.93|61970|TCP|0|0|64|5|8192|40
1597246228.494678|26.120.121.242|443|162.67.238.164|38409|TCP|0|0|64|5|8192|40
1597246228.495144|146.55.91.192|443|146.55.105.93|61970|TCP|0|0|64|5|8192|40
1597246228.495568|199.192.105.231|443|180.120.246.52|4893|TCP|0|0|64|5|8192|40
1597246228.495998|146.55.91.233|443|146.55.105.93|8088|TCP|0|0|64|5|8192|40
1597246228.496435|35.81.36.252|443|45.170.72.158|45425|TCP|0|0|64|5|8192|40
1597246228.496863|203.77.48.234|443|45.87.160.224|51215|TCP|0|0|64|5|8192|40
1597246228.497293|117.157.147.229|49396|175.84.134.90|45657|UDP|0|0|64|0|0|28
1597246228.497717|199.192.105.231|443|180.120.246.52|4893|TCP|0|0|64|5|8192|40
1597246228.498204|199.192.105.231|443|180.120.246.52|4893|TCP|0|0|64|5|8192|40
1597246228.498676|223.239.74.34|6881|173.249.37.99|58324|UDP|0|0|64|0|0|28
1597246228.499045|30.220.161.87|443|146.55.105.99|56154|TCP|0|0|64|5|8192|40
1597246228.499471|91.71.4.161|80|171.199.191.51|49818|TCP|0|0|64|5|8192|40
1597246228.499897|213.13.166.60|443|175.73.180.41|51365|TCP|0|0|64|5|8192|40
1597246228.500321|178.22.254.74|443|161.80.83.183|50347|TCP|0|0|64|5|8192|40
1597246228.50075|164.172.239.127|53|158.48.141.210|38700|UDP|0|0|64|0|0|28
1597246228.501115|13.95.213.38|443|199.124.196.49|12817|TCP|0|0|64|5|8192|40
1597246228.501606|128.55.250.208|59495|136.34.95.235|60557|UDP|0|0|64|0|0|28
1597246228.502444|13.95.213.38|443|199.124.196.49|12817|TCP|0|0|64|5|8192|40
1597246228.504499|89.28.239.58|45713|173.249.119.133|59415|UDP|0|0|64|0|0|28
1597246228.505049|30.220.161.87|443|146.55.105.99|56154|TCP|0|0|64|5|8192|40
1597246228.505774|91.12.171.106|443|171.176.25.166|38697|TCP|0|0|64|5|8192|40
1597246228.50626|13.95.213.38|443|199.124.196.49|12817|TCP|0|0|64|5|8192|40
1597246228.506741|13.95.213.38|443|199.124.196.49|12817|TCP|0|0|64|5|8192|40
1597246228.507218|124.24.148.185|443|175.84.158.83|62019|TCP|0|0|64|5|8192|40
1597246228.507917|45.46.231.76|50406|203.24.248.85|2022|UDP|0|0|64|0|0|28
1597246228.508332|189.55.242.120|443|146.55.105.98|31156|TCP|0|0|64|5|8192|40
1597246228.508807|52.100.112.16|443|175.69.90.136|51258|TCP|0|0|64|5|8192|40
1597246228.509276|94.21.84.159|53|158.48.141.194|61560|UDP|0|0|64|0|0|28
1597246228.50969|52.92.253.207|443|175.86.21.37|42970|TCP|0|0|64|5|8192|40
1597246228.510162|55.8.36.251|443|136.87.70.20|42080|TCP|0|0|64|5|8192|40
1597246228.510634|169.221.13.230|49847|171.168.25.181|113|TCP|0|0|64|5|8192|40
1597246228.511106|75.196.96.184|443|175.70.223.239|42756|TCP|0|0|64|5|8192|40
1597246228.511664|52.92.253.207|443|175.86.21.37|42970|TCP|0|0|64|5|8192|40
1597246228.512428|101.76.230.21|25271|175.70.49.167|40650|TCP|0|0|64|5|8192|40
1597246228.512911|55.8.36.251|443|136.87.70.20|42080|TCP|0|0|64|5|8192|40
1597246228.5134|52.223.37.89|443|146.55.105.97|7176|TCP|0|0|64|5|8192|40
1597246228.51388|169.154.177.205|40611|175.73.239.69|23236|TCP|0|0|64|5|8192|40
1597246228.514353|52.223.37.89|443|146.55.105.97|7176|TCP|0|0|64|5|8192|40
1597246228.514833|189.51.189.98|443|202.209.117.193|15805|TCP|0|0|64|5|8192|40
1597246228.515299|189.51.189.98|443|202.209.117.193|15805|TCP|0|0|64|5|8192|40
1597246228.515774|189.51.189.98|443|202.209.117.193|15805|TCP|0|0|64|5|8192|40
1597246228.516232|179.175.57.247|7500|170.239.243.219|52138|TCP|0|0|64|5|8192|40
1597246228.516738|189.51.189.98|443|202.209.117.193|15805|TCP|0|0|64|5|8192|40
1597246228.517209|124.24.148.185|443|175.84.158.83|62019|TCP|0|0|64|5|8192|40
1597246228.517691|192.118.74.55|3020|175.240.7.1|5497|TCP|0|0|64|5|8192|40
1597246228.518165|55.28.201.238|443|146.55.105.101|27434|TCP|0|0|64|5|8192|40
1597246228.518837|179.175.57.247|7500|170.239.243.219|52138|TCP|0|0|64|5|8192|40
1597246228.519942|128.55.240.89|63482|180.120.208.101|11045|UDP|0|0|64|0|0|28
1597246228.520893|190.202.144.71|80|45.224.105.54|42206|TCP|0|0|64|5|8192|40
1597246228.52193|190.202.144.71|80|45.224.105.54|42206|TCP|0|0|64|5|8192|40
1597246228.523075|189.51.189.98|443|202.209.117.193|15805|TCP|0|0|64|5|8192|40
1597246228.523646|189.51.189.98|443|202.209.117.193|15805|TCP|0|0|64|5|8192|40
1597246228.524134|91.12.171.106|443|171.176.25.166|38697|TCP|0|0|64|5|8192|40
1597246228.524611|45.227.253.244|52726|162.103.157.124|4291|TCP|0|0|64|5|8192|40
1597246228.525089|197.251.7.12|44255|45.170.72.196|34270|UDP|0|0|64|0|0|28
1597246228.525523|115.188.167.227|443|162.190.4.175|1753|TCP|0|0|64|5|8192|40
1597246228.526004|207.4.181.92|23|161.73.84.125|47893|TCP|0|0|64|5|8192|40
1597246228.526511|178.13.129.213|443|161.195.236.61|41080|UDP|0|0|64|0|0|28
1597246228.526925|189.193.16.154|443|175.84.156.56|63529|TCP|0|0|64|5|8192|40
1597246228.5274|178.13.129.213|443|161.195.236.61|41080|UDP|0|0|64|0|0|28
1597246228.527808|115.188.167.227|443|162.190.4.175|1753|TCP|0|0|64|5|8192|40
1597246228.528281|45.46.183.52|443|203.24.251.159|27976|TCP|0|0|64|5|8192|40
1597246228.528759|148.227.42.103|443|136.28.184.252|56428|TCP|0|0|64|5|8192|40
1597246228.529233|148.227.29.239|443|175.241.69.62|45907|TCP|0|0|64|5|8192|40
1597246228.529718|49.221.191.236|25545|66.35.161.128|443|TCP|0|0|64|5|8192|40
1597246228.530192|146.55.91.192|443|146.55.105.93|61970|TCP|0|0|64|5|8192|40
1597246228.530665|146.55.90.109|25063|146.55.105.205|2001|UDP|0|0|64|0|0|28
1597246228.531064|148.227.29.239|443|175.241.69.62|45907|TCP|0|0|64|5|8192|40
1597246228.531541|158.207.183.218|33110|169.77.36.143|81|TCP|0|0|64|5|8192|40
1597246228.532014|55.28.201.238|443|146.55.105.94|64234|TCP|0|0|64|5|8192|40
1597246228.532457|148.227.42.103|443|136.28.184.252|56428|TCP|0|0|64|5|8192|40
1597246228.532888|189.55.242.120|443|146.55.105.106|12892|TCP|0|0|64|5|8192|40
1597246228.533357|55.27.163.40|4999|175.84.130.239|41073|UDP|0|0|64|0|0|28
1597246228.533764|148.227.29.239|443|175.241.69.62|45907|TCP|0|0|64|5|8192|40
1597246228.534296|148.227.29.239|443|175.241.69.62|45907|TCP|0|0|64|5|8192|40
1597246228.534812|148.227.42.103|443|136.28.184.252|56428|TCP|0|0|64|5|8192|40
1597246228.536198|192.177.199.184|52107|161.192.10.11|1024|UDP|0|0|64|0|0|28
1597246228.536916|211.131.188.21|443|184.253.141.46|33313|TCP|0|0|64|5|8192|40
1597246228.537427|205.190.20.171|443|202.118.69.246|43646|TCP|0|0|64|5|8192|40
1597246228.537907|148.227.29.239|443|175.241.69.62|45907|TCP|0|0|64|5|8192|40
1597246228.538385|211.131.188.21|443|184.253.141.46|33313|TCP|0|0|64|5|8192|40
1597246228.538858|211.131.188.21|443|184.253.141.46|33313|TCP|0|0|64|5|8192|40
1597246228.539331|115.188.167.227|443|162.190.4.175|1753|TCP|0|0|64|5|8192|40
1597246228.539805|119.33.19.114|57018|131.96.28.117|27454|UDP|0|0|64|0|0|28
1597246228.540223|26.120.121.242|443|162.67.238.164|38409|TCP|0|0|64|5|8192|40
1597246228.540701|34.239.67.40|443|146.55.105.92|40568|TCP|0|0|64|5|8192|40
1597246228.541181|189.51.189.98|443|202.209.117.193|15805|TCP|0|0|64|5|8192|40
1597246228.541664|25.74.204.189|443|146.55.105.95|53938|TCP|0|0|64|5|8192|40
1597246228.542139|189.51.189.98|443|202.209.117.193|15805|TCP|0|0|64|5|8192|40
1597246228.542606|154.1.45.6|5056|170.251.23.120|37727|UDP|0|0|64|0|0|28
1597246228.543016|179.175.57.247|7500|170.239.243.219|52138|TCP|0|0|64|5|8192|40
1597246228.54355|194.227.122.121|49378|169.77.38.250|50040|UDP|0|0|64|0|0|28
1597246228.54396|213.13.166.231|443|180.211.115.234|55779|TCP|0|0|64|5|8192|40
1597246228.544467|213.13.166.231|443|180.211.115.234|55779|TCP|0|0|64|5|8192|40
1597246228.544952|148.227.29.239|443|175.241.69.62|45907|TCP|0|0|64|5|8192|40
1597246228.545435|148.227.29.239|443|175.241.69.62|45907|TCP|0|0|64|5|8192|40
1597246228.545965|213.13.166.231|443|180.211.115.234|55779|TCP|0|0|64|5|8192|40
1597246228.546441|189.55.242.120|443|146.55.105.98|30812|TCP|0|0|64|5|8192|40
1597246228.546921|52.7.174.135|443|146.55.105.106|59282|TCP|0|0|64|5|8192|40
1597246228.547395|169.158.211.70|1935|182.22.92.26|60975|TCP|0|0|64|5|8192|40
1597246228.547872|119.33.19.114|57018|131.96.28.117|27454|UDP|0|0|64|0|0|28
1597246228.548278|213.13.166.231|443|180.211.115.234|55779|TCP|0|0|64|5|8192|40
1597246228.54896|213.13.166.231|443|180.211.115.234|55779|TCP|0|0|64|5|8192|40
1597246228.549461|213.13.166.231|443|180.211.115.234|55779|TCP|0|0|64|5|8192|40
1597246228.549941|179.175.57.247|7500|170.239.243.219|52138|TCP|0|0|64|5|8192|40
